Name,Publisher,Year,Global_Sales
Mat Hoffman's Pro BMX,Activision,2001,0.54
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,2016,0.54
Epic Mickey 2: The Power of Two,Disney Interactive Studios,2012,0.54
Popeye,Parker Bros.,1982,0.54
Magician's Quest: Mysterious Times,Konami Digital Entertainment,2008,0.54
The Hobbit,Vivendi Games,2003,0.54
War of the Monsters,Sony Computer Entertainment,2003,0.54
Tales of Symphonia: Dawn of the New World,Namco Bandai Games,2008,0.54
NBA Street Vol. 2,Electronic Arts,N/A,0.54
The Incredible Hulk: Ultimate Destruction,Vivendi Games,2005,0.54
Star Wars Battlefront (2015),Electronic Arts,2015,0.54
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",Sega,1998,0.53
Jewel Master Egypt,Rondomedia,2009,0.53
Time Crisis II,Namco Bandai Games,2001,0.53
Clock Tower,ASCII Entertainment,1996,0.53
NCAA March Madness 06,Electronic Arts,2005,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,THQ,2008,0.53
Jampack Volume 11,Sony Computer Entertainment,2004,0.53
Dragon's Crown,Nippon Ichi Software,2013,0.53
Tactics Ogre: Let Us Cling Together,Square Enix,2010,0.53
Legacy of Kain: Defiance,Eidos Interactive,2003,0.53
SpongeBob SquarePants: Game Boy Advance Video Volume 2,N/A,2004,0.53
NCAA March Madness 2005,Electronic Arts,2004,0.53
007 Racing,Electronic Arts,2000,0.53
Conflict: Vietnam,SCi,2004,0.53
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Sega,2004,0.53
Mystery Dungeon: Shiren the Wanderer,Sega,2006,0.53
SimAnimals,Electronic Arts,2009,0.53
MLB SlugFest 20-04,Midway Games,2003,0.53
Gex 3: Deep Cover Gecko,Eidos Interactive,1999,0.53
NASCAR 09,Electronic Arts,2008,0.53
Blitz: The League,Midway Games,2004,0.53
Jampack Vol. 2,Sony Computer Entertainment,1996,0.53
LEGO Jurassic World,Warner Bros. Interactive Entertainment,2015,0.53
Sesame Street: Once Upon A Monster,Warner Bros. Interactive Entertainment,2011,0.53
Virtual Soccer,Hudson Soft,1993,0.53
Romance of the Three Kingdoms IV: Wall of Fire,Tecmo Koei,1994,0.53
Winning Post,Tecmo Koei,1993,0.53
Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,2005,0.53
SingStar Dance,Sony Computer Entertainment,2010,0.53
Kirby and the Rainbow Curse,Nintendo,2015,0.53
Burnout Revenge,Electronic Arts,2005,0.53
FIFA 12,Electronic Arts,2011,0.53
Medal of Honor: European Assault,Electronic Arts,2005,0.53
Batman: Arkham City,Warner Bros. Interactive Entertainment,2011,0.53
Ty the Tasmanian Tiger 2: Bush Rescue,Electronic Arts,2004,0.53
The Lord of the Rings: The Fellowship of the Ring,Universal Interactive,2002,0.53
NBA 06,Sony Computer Entertainment,2005,0.53
Sonic & All-Stars Racing Transformed,Sega,2012,0.53
Spider-Man,Activision,2000,0.53
We Cheer,505 Games,2008,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,Ubisoft,2007,0.53
X-Men Legends,Activision,2004,0.53
Alice in Wonderland,Disney Interactive Studios,2010,0.53
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Electronic Arts,2010,0.53
Front Mission 2,SquareSoft,1997,0.53
Bulletstorm,Electronic Arts,2011,0.53
F.E.A.R. 2: Project Origin,Warner Bros. Interactive Entertainment,2009,0.53
Tiger Woods PGA Tour 11,Electronic Arts,2010,0.53
Stuntman: Ignition,THQ,2007,0.53
Are You Smarter Than A 5th Grader?,Mindscape,2007,0.53
F1 2009,Codemasters,2009,0.53
Oni,Take-Two Interactive,2001,0.53
The Lord of the Rings: The Two Towers,Electronic Arts,2002,0.53
Juiced,THQ,2005,0.53
The Warriors,Take-Two Interactive,2005,0.53
Batman: Arkham Origins Blackgate,Warner Bros. Interactive Entertainment,2013,0.53
J-League Soccer: Prime Goal 2,Namco Bandai Games,1994,0.53
Go Diego Go! Safari Rescue,Take-Two Interactive,2008,0.53
The Walking Dead: Survival Instinct,Activision,2013,0.53
Picross 3D,Nintendo,2009,0.53
Just Dance 2015,Ubisoft,2014,0.53
Silent Hill: Origins,Konami Digital Entertainment,2007,0.53
NASCAR 2000,Electronic Arts,1999,0.53
Wayne Gretzky's 3D Hockey,Nintendo,1996,0.53
Pachi-Slot Aruze Oukoku 4,Aruze Corp,2000,0.53
Return to Castle Wolfenstein: Operation Resurrection,Activision,2003,0.53
Mario Tennis: Power Tour,Nintendo,2005,0.52
Seaman,Sega,1999,0.52
Guinness World Records: The Videogame,Warner Bros. Interactive Entertainment,2008,0.52
The Grinch,Konami Digital Entertainment,1999,0.52
GT Pro Series,Ubisoft,2006,0.52
Tales of Destiny,Namco Bandai Games,2006,0.52
Spectrobes: Beyond the Portals,Disney Interactive Studios,2008,0.52
Classic Word Games,Ubisoft,2009,0.52
Naruto Shippuden: Clash of Ninja Revolution 3,Nintendo,2009,0.52
Fight Night Round 3,Electronic Arts,2006,0.52
The Golden Compass,Sega,2007,0.52
Final Fantasy Chronicles,Square,2001,0.52
NBA Live 08,Electronic Arts,2007,0.52
Syphon Filter 3,Sony Computer Entertainment,2001,0.52
Star Wars Battlefront: Elite Squadron,LucasArts,2009,0.52
Metal Gear Solid 2: Substance,Konami Digital Entertainment,2002,0.52
We Love Katamari,Electronic Arts,2005,0.52
NCAA Football 2003,Electronic Arts,2002,0.52
Way of the Samurai 3,Gamebridge,2008,0.52
NBA Live 09,Electronic Arts,2008,0.52
DC Universe Online,Sony Online Entertainment,2011,0.52
Ready 2 Rumble Boxing: Round 2,Midway Games,2000,0.52
Mega Man 6,Capcom,1993,0.52
Mission: Impossible,Infogrames,1999,0.52
Final Fantasy Explorers,Square Enix,2014,0.52
Rival Schools: United By Fate,Capcom,1998,0.52
Bully: Scholarship Edition,Take-Two Interactive,2008,0.52
IL-2 Sturmovik: Birds of Prey,505 Games,2009,0.52
PlayStation All-Stars Battle Royale,Sony Computer Entertainment,2012,0.52
Ratatouille,THQ,2007,0.52
Cars Toon: Mater's Tall Tales,Disney Interactive Studios,2010,0.52
Kung Fu Panda,Activision,2008,0.52
Swing Away Golf,Electronic Arts,2000,0.52
J-League Pro Soccer Club o Tsukurou! 3,Sega,2003,0.52
Tomb Raider: Legend,Eidos Interactive,2006,0.52
Ratatouille,THQ,2007,0.52
Freedom Fighters,Electronic Arts,2003,0.52
Gun,Activision,2005,0.52
That's So Raven 2: Supernatural Style,Disney Interactive Studios,2005,0.52
Lair,Sony Computer Entertainment,2007,0.52
Madden NFL 07,Electronic Arts,2006,0.52
The Punisher,THQ,2005,0.52
Front Mission 3,SquareSoft,1999,0.52
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,Nintendo,2006,0.52
SSX On Tour,Electronic Arts,2005,0.52
Tony Hawk's Pro Skater 3,Activision,2002,0.52
Harry Potter and the Prisoner of Azkaban,Electronic Arts,2004,0.52
Petz: Hamsterz Life 2,Ubisoft,2007,0.52
Omega Boost,Sony Computer Entertainment,1999,0.52
The Sims 2: Open for Business,Electronic Arts,2006,0.52
Iron Man,Sega,2008,0.52
NFL 2K3,Sega,2002,0.52
NBA Live 2002,Electronic Arts,2001,0.52
Jampack Winter 2002,Sony Computer Entertainment,2002,0.52
My Word Coach,Ubisoft,2007,0.51
Way of the Samurai,Eidos Interactive,2002,0.51
Dragon Age: Origins,Electronic Arts,2009,0.51
Naruto Shippuden: Ultimate Ninja Storm 3,Namco Bandai Games,2013,0.51
Fishing Derby,Activision,N/A,0.51
Pac-Man Fever,Sony Computer Entertainment,2001,0.51
The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,2014,0.51
The 3rd Birthday,Square Enix,2010,0.51
Prince of Persia Trilogy,Ubisoft,2010,0.51
International Track & Field,Konami Digital Entertainment,1996,0.51
100 All-Time Favorites,Ubisoft,2009,0.51
HSX HyperSonic.Xtreme,Midas Interactive Entertainment,2002,0.51
StarCraft II: Legacy of the Void,Activision,2015,0.51
Tiger Woods PGA Tour 13,Electronic Arts,2012,0.51
SoulCalibur: Broken Destiny,Namco Bandai Games,2009,0.51
The Saboteur,Electronic Arts,2009,0.51
Lords of the Fallen,Square Enix,2014,0.51
Pro Evolution Soccer 2010,Konami Digital Entertainment,2009,0.51
Goldeneye 007: Reloaded,Activision,2011,0.51
Jam With the Band,Nintendo,2008,0.51
Madden NFL 2004,Electronic Arts,2003,0.51
Jikkyou Powerful Pro Yakyuu 10,Konami Digital Entertainment,2003,0.51
Summoner,THQ,2000,0.51
Virtual Pool,Interplay,1997,0.51
NBA Live 07,Electronic Arts,2006,0.51
Sega Bass Fishing,Sega,2008,0.51
Fire Emblem: Radiant Dawn,Nintendo,2007,0.51
Dynasty Warriors,Tecmo Koei,2004,0.51
"SpongeBob SquarePants: Lights, Camera, Pants!",THQ,2005,0.51
Dragon Ball: Raging Blast,Namco Bandai Games,2009,0.51
Rugrats: Scavenger Hunt,THQ,1999,0.51
Wrecking Crew,Nintendo,1985,0.51
International Superstar Soccer 2000 (All region sales),Konami Digital Entertainment,1999,0.51
Major League Baseball 2K10,Take-Two Interactive,2010,0.51
Monsters vs. Aliens,Activision,2009,0.51
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",Activision,2010,0.51
SpongeBob SquarePants: Creature from the Krusty Krab,THQ,2006,0.51
Lost: Via Domus,Ubisoft,2008,0.51
NBA Live 2004,Electronic Arts,2003,0.51
Dai-4-Ji Super Robot Taisen S,Banpresto,1996,0.51
Disney's Kim Possible: Revenge of Monkey Fist,THQ,2002,0.51
WWE SmackDown vs. RAW 2007,THQ,2006,0.51
Ace Combat Zero: The Belkan War,Namco Bandai Games,2006,0.51
R.U.S.E.,Ubisoft,2010,0.51
Disgaea 3: Absence of Justice,Square Enix,2008,0.51
Test Drive Unlimited,Atari,2007,0.51
LEGO Dimensions,Warner Bros. Interactive Entertainment,2015,0.51
Picross DS,Nintendo,2007,0.51
Final Fantasy II Anniversary Edition,Square Enix,2007,0.51
NHL 07,Electronic Arts,2006,0.51
Harry Potter and the Half-Blood Prince,Electronic Arts,2009,0.51
Quantum Break,Microsoft Game Studios,2016,0.51
NBA 2K11,Take-Two Interactive,2010,0.51
World Championship Poker,Crave Entertainment,2004,0.51
The BIGS,Take-Two Interactive,2007,0.51
Final Fantasy,SquareSoft,2000,0.51
Burnout Revenge,Electronic Arts,2006,0.51
Rory McIlroy PGA Tour,Electronic Arts,2015,0.51
Euro Truck Simulator,Rondomedia,2008,0.51
Dragon Ball Z: Supersonic Warriors,Atari,2004,0.51
Dishonored,Bethesda Softworks,2012,0.51
Paws & Claws: Dogs & Cats Best Friends,THQ,2007,0.51
NBA Ballers,Midway Games,2004,0.51
Silent Hill 4: The Room,Konami Digital Entertainment,2004,0.51
River Raid II,Activision,1988,0.51
Capcom Classics Collection,Capcom,2005,0.51
Guitar Hero Live,Activision,2015,0.51
Wolfenstein: The New Order,Bethesda Softworks,2014,0.51
Monopoly Party,Infogrames,2002,0.51
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,GSP,2009,0.51
NHL FaceOff 98,Sony Computer Entertainment,1997,0.51
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,THQ,2004,0.5
F1 2012,Codemasters,2012,0.5
NHL 09,Electronic Arts,2008,0.5
Sonic Riders,Sega,2006,0.5
Looney Tunes: Back in Action,Warner Bros. Interactive Entertainment,2003,0.5
Wet,Bethesda Softworks,N/A,0.5
Midnight Magic,Atari,1983,0.5
Alice: Madness Returns,Electronic Arts,2011,0.5
Pro Evolution Soccer 2012,Konami Digital Entertainment,2011,0.5
Tiger Woods PGA Tour 07,Electronic Arts,2006,0.5
Midnight Club II,Take-Two Interactive,2003,0.5
Atelier Rorona: Alchemist of Arland,Nippon Ichi Software,2009,0.5
Monster Hunter Freedom 2,Capcom,2011,0.5
Dragon Ball Z: Supersonic Warriors 2,Atari,2005,0.5
Avatar: The Last Airbender,THQ,2006,0.5
Blue's Clues: Blue's Big Musical,THQ,2001,0.5
The Mummy Returns,Universal Interactive,2001,0.5
Hitman: Blood Money,Eidos Interactive,2006,0.5
Disney Sing It,Disney Interactive Studios,2008,0.5
Chopper Command,Activision,1982,0.5
Activision Anthology,Activision,2002,0.5
Crash: Mind Over Mutant,Vivendi Games,2008,0.5
WWE 2K16,Take-Two Interactive,2015,0.5
LEGO The Hobbit,Warner Bros. Interactive Entertainment,2014,0.5
Babysitting Mama,505 Games,2010,0.5
Boogie,Electronic Arts,2007,0.5
Theatrhythm: Final Fantasy,Square Enix,2012,0.5
Bleach: Soul Resurreccion,Nippon Ichi Software,2011,0.5
Madden NFL 07,Electronic Arts,2006,0.5
Rugrats in Paris: The Movie,THQ,2000,0.5
Dance Dance Revolution Universe 2,Konami Digital Entertainment,2007,0.5
Star Wars: Jedi Starfighter,Activision,2002,0.5
Tactics Ogre: The Knight of Lodis,Nintendo,2001,0.5
Fortune Street,Nintendo,2011,0.5
Super Robot Taisen MX,Banpresto,2004,0.5
Alice in Wonderland,Disney Interactive Studios,2010,0.5
NBA Street Homecourt,Electronic Arts,2007,0.5
Spider-Man 2,Activision,2004,0.5
Bases Loaded '96: Double Header,Jaleco,1995,0.5
Dead or Alive Ultimate,Tecmo Koei,2004,0.5
RPG Maker,ASCII Entertainment,1997,0.5
FIFA 14,Electronic Arts,2013,0.5
Star Wars: Clone Wars,LucasArts,2002,0.5
The Saboteur,Electronic Arts,2009,0.5
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,THQ,2004,0.5
Metal Gear Rising: Revengeance,Konami Digital Entertainment,2013,0.5
Madden NFL 11,Electronic Arts,2010,0.5
Major League Baseball 2K12,Take-Two Interactive,2012,0.5
Alien: Isolation,Sega,2014,0.5
The Price is Right,Ubisoft,2008,0.5
Monster Hunter,Capcom,2004,0.5
Cars 2,Disney Interactive Studios,2011,0.5
Dreamworks Madagascar Kartz,Activision,2009,0.5
Tony Hawk's Underground 2,Activision,2004,0.5
SplashDown: Rides Gone Wild,THQ,2003,0.5
Super Famista 5,Namco Bandai Games,1996,0.5
Dynasty Warriors: Gundam 2,Namco Bandai Games,2008,0.5
Shrek SuperSlam,Activision,2005,0.5
Rayman Advance,Ubisoft,2001,0.5
Super Robot Taisen Z,Namco Bandai Games,2008,0.5
PoPoLoCrois Monogatari,Sony Computer Entertainment,1996,0.5
Tomb Raider: Anniversary,Eidos Interactive,2007,0.5
Fantastic 4,Activision,2005,0.5
Epic Mickey 2: The Power of Two,Disney Interactive Studios,2012,0.5
Men in Black II: Alien Escape,Infogrames,2002,0.5
The Evil Within,Bethesda Softworks,2014,0.5
RealSports Tennis,Atari,1982,0.5
Nicktoons: Attack of the Toybots,THQ,2007,0.5
Raiders of the Lost Ark,Atari,1981,0.5
Gauntlet,Answer Software,1982,0.5
Ridge Racer 3D,Namco Bandai Games,2011,0.5
Cars Mater-National Championship,THQ,2007,0.49
Ace Combat: Assault Horizon,Namco Bandai Games,2011,0.49
Resident Evil: The Mercenaries 3D,Capcom,2011,0.49
Super Monkey Ball 3D,Sega,2011,0.49
Tony Hawk's Project 8,Activision,2006,0.49
Tony Hawk's Underground 2,Activision,2004,0.49
MotorStorm: Apocalypse,Sony Computer Entertainment,2011,0.49
Ice Hockey,Activision,1980,0.49
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Square Enix,2015,0.49
Lego Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment,2014,0.49
The Matrix: Path of Neo,Atari,2005,0.49
Kane & Lynch 2: Dog Days,Square Enix,2010,0.49
Lollipop Chainsaw,Warner Bros. Interactive Entertainment,2012,0.49
WWE Wrestlemania X8,THQ,2002,0.49
Sonic Lost World,Sega,2013,0.49
Power Rangers: Dino Thunder,THQ,2003,0.49
GoldenEye: Rogue Agent,Electronic Arts,2004,0.49
Ultimate I Spy,Scholastic Inc.,2008,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,THQ,2006,0.49
The Sims,Electronic Arts,2003,0.49
Grandia III,Square Enix,2005,0.49
FIFA Soccer 09,Electronic Arts,2008,0.49
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,Namco Bandai Games,2006,0.49
Mario & Wario,Nintendo,1993,0.49
Scarface: The World is Yours,Vivendi Games,2006,0.49
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Activision,2009,0.49
Pokemon Art Academy,Nintendo,2014,0.49
FIFA Soccer 64,Electronic Arts,1997,0.49
Dragon Ball Z: Burst Limit,Atari,2008,0.49
Bakugan Battle Brawlers: Defenders of the Core,Activision,2010,0.49
Medal of Honor,Electronic Arts,2010,0.49
Doom 3 BFG Edition,Bethesda Softworks,2012,0.49
J-League Pro Soccer Club wo Tsukurou! 2,Sega,1997,0.49
Terraria,505 Games,2013,0.49
Backyard Baseball,Atari,2004,0.49
WipEout Pulse,Sony Computer Entertainment,2009,0.49
Barbie Horse Adventures: Wild Horse Rescue,Universal Interactive,2003,0.49
Epic Mickey: Power of Illusion,Disney Interactive Studios,2012,0.49
LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,2013,0.49
Taiko no Tatsujin: Appare Sandaime,Namco Bandai Games,2003,0.49
Alone in the Dark,Atari,2008,0.49
One Piece: Grand Battle!,Atari,2001,0.49
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Activision,2009,0.49
Football Manager Handheld 2009,Sega,2008,0.49
Sniper: Art of Victory,City Interactive,2008,0.49
Crazy Taxi,Acclaim Entertainment,2001,0.49
Spy Hunter 2,Midway Games,2003,0.49
F1 2014,Codemasters,2014,0.49
Pac-Man World 2,Namco Bandai Games,2002,0.49
Bass Pro Shops: The Strike,XS Games,2009,0.49
Die Hard Trilogy 2: Viva Las Vegas,Fox Interactive,1999,0.49
Jake Power: Fireman,Ubisoft,2008,0.49
Asphalt 3D,Ubisoft,2011,0.49
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,Hudson Soft,2001,0.49
Steel Diver,Nintendo,2011,0.49
Tales of Legendia,Namco Bandai Games,2005,0.49
SimCity 2000,THQ,1995,0.49
Crash of the Titans,Vivendi Games,2007,0.49
Far Cry 2,Ubisoft,2008,0.49
Battlefield: Hardline,Electronic Arts,2015,0.49
Harry Potter and the Order of the Phoenix,Electronic Arts,2007,0.49
Rayman Raving Rabbids: TV Party,Ubisoft,2008,0.49
F.E.A.R. 2: Project Origin,Warner Bros. Interactive Entertainment,2009,0.49
Sonic & All-Stars Racing Transformed,Sega,2012,0.48
Scene It? Lights Camera Action,Microsoft Game Studios,2007,0.48
Dead Space Extraction,Electronic Arts,2009,0.48
Scrabble 2007 Edition,Ubisoft,2007,0.48
Shrek the Third,Activision,2007,0.48
Metal Gear Solid HD Edition,Konami Digital Entertainment,2012,0.48
Children of Mana,Nintendo,2006,0.48
Madagascar: Operation Penguin,Activision,2005,0.48
Active Life: Extreme Challenge,Namco Bandai Games,2009,0.48
The Sims 2: Pets,Electronic Arts,2007,0.48
Mario Golf: World Tour,Nintendo,2014,0.48
Need for Speed: Porsche Unleashed,Zoo Digital Publishing,2004,0.48
Yu-Gi-Oh! Forbidden Memories (JP sales),Konami Digital Entertainment,1999,0.48
NFL Street 2,Electronic Arts,2004,0.48
Silent Hill: Shattered Memories,Konami Digital Entertainment,2009,0.48
Millipede,Atari,1983,0.48
The Legend of the Mystical Ninja,Konami Digital Entertainment,1991,0.48
You're in the Movies,Microsoft Game Studios,2008,0.48
Dark Sector,D3Publisher,2008,0.48
James Bond 007: Blood Stone,Activision,2010,0.48
Jeopardy!,Atari,2003,0.48
Destroy All Humans! 2,THQ,2006,0.48
ECW Hardcore Revolution,Acclaim Entertainment,1999,0.48
Pinball Hall of Fame: The Williams Collection,System 3 Arcade Software,2008,0.48
Tiger Woods PGA Tour 07,Electronic Arts,2006,0.48
Wu-Tang: Shaolin Style,Activision,1998,0.48
World of Warcraft: Warlords of Draenor,Activision Blizzard,2014,0.48
Rock Band Unplugged,MTV Games,2009,0.48
OkamiDen,Capcom,2010,0.48
Crash: Mind Over Mutant,Vivendi Games,2008,0.48
2010 FIFA World Cup South Africa,Electronic Arts,2010,0.48
Secret Weapons Over Normandy,LucasArts,2003,0.48
Go Diego Go! Great Dinosaur Rescue,Take-Two Interactive,2008,0.48
All-Star Baseball 99,Acclaim Entertainment,1998,0.48
Harvest Moon 64,Pack In Soft,1999,0.48
NCAA Football 09,Electronic Arts,2008,0.48
Bratz: The Movie,THQ,2007,0.48
FIFA Soccer 13,Electronic Arts,2012,0.48
Harvest Moon DS (US sales),Rising Star Games,2005,0.48
Vigilante 8: 2nd Offense,Activision,1999,0.48
Two Worlds II,Unknown,2011,0.48
Football Manager 2015,Sega,2014,0.48
Theme Park Roller Coaster,Electronic Arts,2000,0.48
Need for Speed: Hot Pursuit,Electronic Arts,2010,0.48
Skylanders: SuperChargers,Activision,2015,0.48
Viva Pinata: Trouble in Paradise,Microsoft Game Studios,2008,0.48
Nickelodeon Team Umizoomi,Take-Two Interactive,2011,0.48
FlingSmash,Nintendo,2010,0.48
NFL Xtreme 2,989 Studios,1999,0.48
Spider-Man 3,Activision,2007,0.48
Midnight Club: Street Racing,Rebellion,2001,0.48
Dynasty Warriors Gundam,Tecmo Koei,2007,0.48
Tomb Raider: Underworld,Eidos Interactive,2008,0.48
Final Fantasy Crystal Chronicles: Echoes of Time,Square Enix,2009,0.48
Fable,Microsoft Game Studios,2014,0.48
Tiger Woods PGA Tour 06,Electronic Arts,2005,0.48
FIFA World Cup Germany 2006,Electronic Arts,2006,0.48
Up,THQ,2009,0.48
Grand Prix,Activision,1981,0.48
Ford Racing Off Road,Xplosiv,2008,0.48
SimCity Creator,Electronic Arts,2008,0.48
World of Outlaws: Sprint Cars 2002,Ignition Entertainment,2002,0.48
Cars: Race-O-Rama,THQ,2009,0.48
Emergency Heroes,Ubisoft,2008,0.48
Sonic the Hedgehog,N/A,N/A,0.48
Fantavision,Sony Computer Entertainment,2000,0.47
Double Dragon,Activision,1989,0.47
Alien Trilogy,Acclaim Entertainment,1996,0.47
NBA Live 99,Electronic Arts,1998,0.47
Bravely Second: End Layer,Nintendo,2015,0.47
Karate,Ultravision,N/A,0.47
Dark Sector,D3Publisher,2008,0.47
Unreal Tournament III,Midway Games,2008,0.47
X-Men: Next Dimension,Activision,2002,0.47
Street Fighter X Tekken,Capcom,2012,0.47
The Godfather (JP sales),Electronic Arts,2006,0.47
MySims Racing,Electronic Arts,2009,0.47
Hamsterz Life,Ubisoft,2006,0.47
